ko_wpos	ko_pospat	ko	en	en_semantic_tags	en_semantic_tags_tokenwise	category	note
귀__01/NNG 회사__04/NNG	NNG NNG	귀__01 회사__04	company	I2.1/S5+c S5+c G3/S5+c S3.1 K4/S5+c		MONEY & COMMERCE	연결
사유__07/NNG 시설__03/NNG	NNG NNG	사유__07 시설__03	facilities	H1 O2 S8+ X9.1+		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
관련/NNG 해외/NNG	NNG NNG	관련 해외	overseas	M6		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
선정__07/NNG 지역__03/NNG	NNG NNG	선정__07 지역__03	selected	X7+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
이동통신/NNG 시대__02/NNG	NNG NNG	이동통신 시대__02	era	T1.3		TIME	연결
축구__04/NNG 연맹/NNG	NNG NNG	축구__04 연맹	Federation	S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
대형__04/NNG 매장__06/NNG	NNG NNG	대형__04 매장__06	stores	I2.2/H1 A9+ A9+/H1 F1		MONEY & COMMERCE	연결
위__01/NNG 건강__03/NNG	NNG NNG	위__01 건강__03	health	B2 X9.2		THE BODY & THE INDIVIDUAL	연결
대학__01/NNG 운영__03/NNG	NNG NNG	대학__01 운영__03	university	P1/H1c		EDUCATION	연결
경우__03/NNG 수사기관/NNG	NNG NNG	경우__03 수사기관	agency	I2.2/S5+c G1.1c		MONEY & COMMERCE	연결
감리__03/NNG 결과__02/NNG	NNG NNG	감리__03 결과__02	supervision	S7.1+ P1@		SOCIAL ACTIONS, STATES & PROCESSES	연결
구축__03/NNG 과정__03/NNG	NNG NNG	구축__03 과정__03	establishing	T2+ | T2+ X6+		TIME	연결
해당__05/NNG 지역구/NNG	NNG NNG	해당__05 지역구	district	M7 | Z3c		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
장마__01/NNG 기간__07/NNG	NNG NNG	장마__01 기간__07	season	F1 | T1.3		FOOD & FARMING	연결
중기__03/NNG 센터__02/NNG	NNG NNG	중기__03 센터__02	medium-sized	N3.2		NUMBERS & MEASUREMENT	연결
이후__02/NNG 일제__02/NNG	NNG NNG	이후__02 일제__02	After	N4 | Z5		NUMBERS & MEASUREMENT	연결
후__08/NNG 국회/NNG	NNG NNG	후__08 국회	After	N4 | Z5		NUMBERS & MEASUREMENT	연결
항공사__02/NNG 직원__03/NNG	NNG NNG	항공사__02 직원__03	employee	I3.1/S2mf		MONEY & COMMERCE	연결
종합/NNG 평가__03/NNG	NNG NNG	종합 평가__03	Assessment	X2.4/A5 P1 I1.3		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
시즌/NNG 리그__01/NNG	NNG NNG	시즌 리그__01	season	F1 | T1.3		FOOD & FARMING	연결
내부__04/NNG 방침__02/NNG	NNG NNG	내부__04 방침__02	internal	M6 A10- G1.1		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
현지__03/NNG 조사__30/NNG	NNG NNG	현지__03 조사__30	investigations	X2.4 B3		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
강의__02/NNG 시간__04/NNG	NNG NNG	강의__02 시간__04	lecture	Q2.2 P1		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
아역__01/NNG 배우__01/NNG	NNG NNG	아역__01 배우__01	actors	K4/S2.2m A1.1.1/S2mf@		ENTERTAINMENT, SPORTS & GAMES	연결
피해__01/NNG 시설__03/NNG	NNG NNG	피해__01 시설__03	facilities	H1 O2 S8+ X9.1+		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
생활/NNG 영역__03/NNG	NNG NNG	생활 영역__03	living	H4 L1+ | H4 L1+ I3.1 I1.1 S9%		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
금__05/NNG 오후__02/NNG	NNG NNG	금__05 오후__02	Friday	T1.3		TIME	연결
사고__12/NNG 방지__04/NNG	NNG NNG	사고__12 방지__04	accidents	Z3c		NAMES & GRAMMATICAL WORDS	연결
이후__02/NNG 연__02/NNG	NNG NNG	이후__02 연__02	since	N4 | Z5		NUMBERS & MEASUREMENT	연결
동양__03/NNG 최대/NNG	NNG NNG	동양__03 최대	largest	N3.2+++ N5+++ A11.1+++		NUMBERS & MEASUREMENT	연결
지수__07/NNG 평가__03/NNG	NNG NNG	지수__07 평가__03	evaluation	A5.1 N2		GENERAL & ABSTRACT TERMS	연결
가운데/NNG 평가__03/NNG	NNG NNG	가운데 평가__03	evaluation	A5.1 N2		GENERAL & ABSTRACT TERMS	연결
등재__02/NNG 신청__01/NNG	NNG NNG	등재__02 신청__01	registration	Q1.2/G1.1		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
시설__03/NNG 위주/NNG	NNG NNG	시설__03 위주	facilities	H1 O2 S8+ X9.1+		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
현지__03/NNG 실사__04/NNG	NNG NNG	현지__03 실사__04	inspections	X2.4/A5.3		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
소비__05/NNG 행태/NNG	NNG NNG	소비__05 행태	consumption	A1.5.1 A1.5.1/N5 F1 F1/N5 B2-%		GENERAL & ABSTRACT TERMS	연결
옷__01/NNG 주름__01/NNG	NNG NNG	옷__01 주름__01	clothes	B5		THE BODY & THE INDIVIDUAL	연결
나라__01/NNG 사람/NNG	NNG NNG	나라__01 사람	foreigners	Z2/S2mf I3.1/S2mf		NAMES & GRAMMATICAL WORDS	연결
아이__01/NNG 얼굴/NNG	NNG NNG	아이__01 얼굴	face	B1 W3 O2 A8 S1.2.3+ | M6 S1.1.1 X2.1 B5		THE BODY & THE INDIVIDUAL	연결
하도급/NNG 법__01/NNG	NNG NNG	하도급 법__01	laws	G2.1 S6+		GOVT. & THE PUBLIC DOMAIN	연결
공동체/NNG 안__01/NNG	NNG NNG	공동체 안__01	community	S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
기존/NNG 전세__07/NNG	NNG NNG	기존 전세__07	existing	A3+		GENERAL & ABSTRACT TERMS	연결
태평/NNG 무__88/NNG	NNG NNG	태평 무__88	Taepyeongmu				미연결(전체)
구__15/NNG 행사__01/NNG	NNG NNG	구__15 행사__01	events	A3+/A11.1+ A6.2- S1.1.1/X7+ K5		GENERAL & ABSTRACT TERMS	연결
행사__01/NNG 활동__02/NNG	NNG NNG	행사__01 활동__02	events	A3+/A11.1+ A6.2- S1.1.1/X7+ K5		GENERAL & ABSTRACT TERMS	연결
공공__02/NNG 행사__01/NNG	NNG NNG	공공__02 행사__01	events	A3+/A11.1+ A6.2- S1.1.1/X7+ K5		GENERAL & ABSTRACT TERMS	연결
헤르/NNG 미온__02/NNG	NNG NNG	헤르 미온__02	Hermione				미연결(전체)
전국__03/NNG 청소년/NNG	NNG NNG	전국__03 청소년	teenagers	T3-/S2mf		TIME	연결
오프사이드/NNG 판정/NNG	NNG NNG	오프사이드 판정	offside	K5.1		ENTERTAINMENT, SPORTS & GAMES	연결
회계__03/NNG 장부__08/NNG	NNG NNG	회계__03 장부__08	account	I1 I1.3 I2.1 Q2.2 Y2 | Q2.2		MONEY & COMMERCE	연결
개통/NNG 후__08/NNG	NNG NNG	개통 후__08	opening	A1.1.1 T2+ | A1.1.1 T2+ O2 I3.1		GENERAL & ABSTRACT TERMS	연결
선정__07/NNG 방법/NNG	NNG NNG	선정__07 방법	select	X7+ | X7+/A5.1+++		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
노총__02/NNG 설립__02/NNG	NNG NNG	노총__02 설립__02	establishment	T2+ H1c G1.1c I3.1c		TIME	연결
안보__02/NNG 지원__02/NNG	NNG NNG	안보__02 지원__02	Security	G2.1 A15+ E6+ I1.1		GOVT. & THE PUBLIC DOMAIN	연결
회의__04/NNG 규칙__02/NNG	NNG NNG	회의__04 규칙__02	Rule	G2.1 X4.2 A6.2+ S7.1+ Q3 | S7.1+ Q1.2 X6+		GOVT. & THE PUBLIC DOMAIN	연결
나귀/NNG 새끼__02/NNG	NNG NNG	나귀 새끼__02	donkey	L2mfn		LIFE & LIVING THINGS	연결
지역__03/NNG 보건법/NNG	NNG NNG	지역__03 보건법	Local	H3/S2mf F2/H1c | M7		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
관광__02/NNG 안내__01/NNG	NNG NNG	관광__02 안내__01	tour	M1 | M1 G3@		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
시__06/NNG 관계__05/NNG	NNG NNG	시__06 관계__05	relevant	A1.2+ A1.5.2+		GENERAL & ABSTRACT TERMS	연결
연임/NNG 안건/NNG	NNG NNG	연임 안건	term	Q2.2 | Q3 T1.3 S6+		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
수__26/NNG 시간__04/NNG	NNG NNG	수__26 시간__04	hours	T1.3		TIME	연결
하늘__01/NNG 아래__01/NNG	NNG NNG	하늘__01 아래__01	under	A13.6 M6 | S7.1- B1 | Z5		GENERAL & ABSTRACT TERMS	연결
기술__01/NNG 관련/NNG	NNG NNG	기술__01 관련	technologies	Y1		SCIENCE & TECHNOLOGY	연결
피해__01/NNG 구제__01/NNG	NNG NNG	피해__01 구제__01	relief	E4.1+ A1.7- S8+ G3 B3 I1.1 I3.1/S2mf C1%		EMOTIONAL ACTIONS, STATES & PROCESSES	연결
다문화가족/NNG 지원__02/NNG	NNG NNG	다문화가족 지원__02	multicultural	S5+		SOCIAL ACTIONS, STATES & PROCESSES	연결
루__88/NNG 위기__01/NNG	NNG NNG	루__88 위기__01	crisis	A12-		GENERAL & ABSTRACT TERMS	연결
노광__02/NNG 장비__07/NNG	NNG NNG	노광__02 장비__07	equipment	O2		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
전용__04/NNG 장비__07/NNG	NNG NNG	전용__04 장비__07	equipment	O2		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
장비__07/NNG 구입비/NNG	NNG NNG	장비__07 구입비	equipment	O2		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
수출__03/NNG 경기__11/NNG	NNG NNG	수출__03 경기__11	export	I2.2/M2		MONEY & COMMERCE	연결
상담__01/NNG 사례__05/NNG	NNG NNG	상담__01 사례__05	counseling				미연결(전체)
상담__01/NNG 결과__02/NNG	NNG NNG	상담__01 결과__02	counseling				미연결(전체)
각종/NNG 범죄/NNG	NNG NNG	각종 범죄	crimes	G2.1-		GOVT. & THE PUBLIC DOMAIN	연결
도중__04/NNG 사고__12/NNG	NNG NNG	도중__04 사고__12	accident	A1.1.2 A1.4 | Z3c		GENERAL & ABSTRACT TERMS	연결
판매/NNG 목적__03/NNG	NNG NNG	판매 목적__03	sale	I2.2 I2.2/I1.3-		MONEY & COMMERCE	연결
근로__02/NNG 환경__02/NNG	NNG NNG	근로__02 환경__02	environments	W5 W3 E1 Y2 O4.1		THE WORLD & OUR ENVIRONMENT	연결
상담__01/NNG 과정__03/NNG	NNG NNG	상담__01 과정__03	consultation	Q2.1 B3 X2.3		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
조성__04/NNG 의혹/NNG	NNG NNG	조성__04 의혹	creation	A1.1.1 A2.2		GENERAL & ABSTRACT TERMS	연결
여론__02/NNG 주도__02/NNG	NNG NNG	여론__02 주도__02	opinion	X2.1 X2.1/A5 X6+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
초과__02/NNG 근로시간/NNG	NNG NNG	초과__02 근로시간	hours	T1.3		TIME	연결
후__08/NNG 프로그램/NNG	NNG NNG	후__08 프로그램	programs	Y2 P1		SCIENCE & TECHNOLOGY	연결
프로그램/NNG 참여/NNG	NNG NNG	프로그램 참여	programs	Y2 P1		SCIENCE & TECHNOLOGY	연결
반대__03/NNG 진영__02/NNG	NNG NNG	반대__03 진영__02	Opponents	S7.3/S2mf		SOCIAL ACTIONS, STATES & PROCESSES	연결
테크놀로지/NNG 스/NNG	NNG NNG	테크놀로지 스	Technologies	Y1		SCIENCE & TECHNOLOGY	연결
복음__02/NNG 전도__18/NNG	NNG NNG	복음__02 전도__18	evangelism	S9		SOCIAL ACTIONS, STATES & PROCESSES	연결
정치__03/NNG 현안__02/NNG	NNG NNG	정치__03 현안__02	political	G1.2		GOVT. & THE PUBLIC DOMAIN	연결
문화__01/NNG 동아리__02/NNG	NNG NNG	문화__01 동아리__02	culture	C1 S1.1.1 S5+ L1 | L1		ARTS & CRAFTS	연결
감독__02/NNG 트레이너/NNG	NNG NNG	감독__02 트레이너	trainers	P1/S2mf K5.1/S2mf B5		EDUCATION	연결
연체__01/NNG 채무자/NNG	NNG NNG	연체__01 채무자	debtors	I1.2/S2mf		MONEY & COMMERCE	연결
손__09/NNG 자녀/NNG	NNG NNG	손__09 자녀	grandchildren	S4mf		SOCIAL ACTIONS, STATES & PROCESSES	연결
강화__04/NNG 학습/NNG	NNG NNG	강화__04 학습	learning	X2.3+ | X2.3+ P1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
문화__01/NNG 실천__01/NNG	NNG NNG	문화__01 실천__01	culture	C1 S1.1.1 S5+ L1 | L1		ARTS & CRAFTS	연결
노동자/NNG 비중__01/NNG	NNG NNG	노동자 비중__01	workers	I3.1/S2mf		MONEY & COMMERCE	연결
교육/NNG 급여/NNG	NNG NNG	교육 급여	educational	P1		EDUCATION	연결
요금__01/NNG 인하__01/NNG	NNG NNG	요금__01 인하__01	fare	I1.3/M3 M3/S2mf F1 | X9.2		MONEY & COMMERCE	연결
영장__02/NNG 발부__01/NNG	NNG NNG	영장__02 발부__01	issuance	A9-		GENERAL & ABSTRACT TERMS	연결
녹음__03/NNG 파일__03/NNG	NNG NNG	녹음__03 파일__03	files	O2/Q1.2 O2 Y2 S5+/N4 | Q1.2 A1.1.1		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
문화__01/NNG 창출__01/NNG	NNG NNG	문화__01 창출__01	culture	C1 S1.1.1 S5+ L1 | L1		ARTS & CRAFTS	연결
안__01/NNG 전문화/NNG	NNG NNG	안__01 전문화	culture	C1 S1.1.1 S5+ L1 | L1		ARTS & CRAFTS	연결
역사__04/NNG 동아리__02/NNG	NNG NNG	역사__04 동아리__02	history	T1.1.1 P1/T1.1.1 Q2.1 B2		TIME	연결
역사__04/NNG 가운데/NNG	NNG NNG	역사__04 가운데	history	T1.1.1 P1/T1.1.1 Q2.1 B2		TIME	연결
문화__01/NNG 형성__01/NNG	NNG NNG	문화__01 형성__01	culture	C1 S1.1.1 S5+ L1 | L1		ARTS & CRAFTS	연결
고유__03/NNG 문화__01/NNG	NNG NNG	고유__03 문화__01	culture	C1 S1.1.1 S5+ L1 | L1		ARTS & CRAFTS	연결
무대__06/NNG 활동__02/NNG	NNG NNG	무대__06 활동__02	stage	K4 A1.1.1 A5.4- | T1.2 N5.1- H2/K4 K4 A4.1		ENTERTAINMENT, SPORTS & GAMES	연결
도입/NNG 여부__01/NNG	NNG NNG	도입 여부__01	introduction	T2+ Q4 S1.1.1		TIME	연결
감기__04/NNG 증상__01/NNG	NNG NNG	감기__04 증상__01	symptoms	B2- A4.2+		THE BODY & THE INDIVIDUAL	연결
주휴/NNG 시간__04/NNG	NNG NNG	주휴 시간__04	holiday	K1/T1.3		ENTERTAINMENT, SPORTS & GAMES	연결
화폐/NNG 발행__01/NNG	NNG NNG	화폐 발행__01	cryptocurrency				미연결(전체)
도입/NNG 시기__05/NNG	NNG NNG	도입 시기__05	introduction	T2+ Q4 S1.1.1		TIME	연결
질서__03/NNG 유지__09/NNG	NNG NNG	질서__03 유지__09	maintenance	A1.1.1 I1.1 I1.1/S4 T2++		GENERAL & ABSTRACT TERMS	연결
마을__01/NNG 리더/NNG	NNG NNG	마을__01 리더	leaders	S7.1+/S2mf A5.1+++/S2mf Q4.2 G2.1/S2mf | Z3c		SOCIAL ACTIONS, STATES & PROCESSES	연결
제재__01/NNG 관련/NNG	NNG NNG	제재__01 관련	sanctions	S7.4 G2.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
선적__02/NNG 회사__04/NNG	NNG NNG	선적__02 회사__04	company	I2.1/S5+c S5+c G3/S5+c S3.1 K4/S5+c		MONEY & COMMERCE	연결
관광__02/NNG 기념품/NNG	NNG NNG	관광__02 기념품	tourist	M1/S2 | M1/S2mf		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
행정기관/NNG 이하__02/NNG	NNG NNG	행정기관 이하__02	agencies	I2.2/S5+c G1.1c		MONEY & COMMERCE	연결
차형/NNG 변경__04/NNG	NNG NNG	차형 변경__04	change	A2.1+ I1 B1 | A2.1+ I1 B5		GENERAL & ABSTRACT TERMS	연결
체질__02/NNG 변화/NNG	NNG NNG	체질__02 변화	change	A2.1+ I1 B1 | A2.1+ I1 B5		GENERAL & ABSTRACT TERMS	연결
신청__01/NNG 자체__02/NNG	NNG NNG	신청__01 자체__02	apply	Q2.2 A1.5.1 A1.2+ A1.8+ S7.1+		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
기류__03/NNG 변화/NNG	NNG NNG	기류__03 변화	change	A2.1+ I1 B1 | A2.1+ I1 B5		GENERAL & ABSTRACT TERMS	연결
판도__01/NNG 변화/NNG	NNG NNG	판도__01 변화	change	A2.1+ I1 B1 | A2.1+ I1 B5		GENERAL & ABSTRACT TERMS	연결
전세__07/NNG 물건/NNG	NNG NNG	전세__07 물건	goods	O2		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
처__03/NNG 공수처/NNG	NNG NNG	처__03 공수처	Department	H2/S5+c X2.2		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
방식__01/NNG 변경__04/NNG	NNG NNG	방식__01 변경__04	change	A2.1+ I1 B1 | A2.1+ I1 B5		GENERAL & ABSTRACT TERMS	연결
국가대표/NNG 선수__05/NNG	NNG NNG	국가대표 선수__05	athletes	K5.1/S2mf		ENTERTAINMENT, SPORTS & GAMES	연결
노후__02/NNG 주택/NNG	NNG NNG	노후__02 주택	houses	H1 P1/S5+c G1.1c | H4		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
산업/NNG 기사__10/NNG	NNG NNG	산업 기사__10	Industrial	I4		MONEY & COMMERCE	연결
테이프/NNG 커팅/NNG	NNG NNG	테이프 커팅	tape-cutting		"tape = ""K3 Q4.3 A1.7+ | K3 Q4.3 Y2 O2""; cutting = ""A1.1.1 N5-/A2.1 T2- Q4.3 | A1.1.1 N5-/A2.1 T2- Q4.3 K5.1 B1 | A1.1.1 N5-/A2.1 T2- Q4.3 Q4.2 L3 M7/M3 K5.1 B1 | Z1mf"""		연결(토큰 단위)
설계__02/NNG 지침서/NNG	NNG NNG	설계__02 지침서	Guideline	S8+		SOCIAL ACTIONS, STATES & PROCESSES	연결
향토/NNG 사랑__01/NNG	NNG NNG	향토 사랑__01	love	E2+ | S3.2 E2+ E2+/S2mf		EMOTIONAL ACTIONS, STATES & PROCESSES	연결
관리__04/NNG 위원__01/NNG	NNG NNG	관리__04 위원__01	Management	S7.1+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
기존/NNG 오후__02/NNG	NNG NNG	기존 오후__02	pm	G1.1/S2mf B3		GOVT. & THE PUBLIC DOMAIN	연결
친구__02/NNG 소원__04/NNG	NNG NNG	친구__02 소원__04	Sowon				미연결(전체)
이번__01/NNG 행보/NNG	NNG NNG	이번__01 행보	move	M1 M2 A2.1+ H4/A2.1 K5.2 | M2 M1 A2.1+ E1 H4/A2.1		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
경구__07/NNG 피임약/NNG	NNG NNG	경구__07 피임약	contraceptives	B3/S3.2		THE BODY & THE INDIVIDUAL	연결
담당/NNG 업무__02/NNG	NNG NNG	담당 업무__02	tasks	A1.1.1 P1		GENERAL & ABSTRACT TERMS	연결
콘텐츠/NNG 축제__01/NNG	NNG NNG	콘텐츠 축제__01	festival	K1/S1.1.3+ S9		ENTERTAINMENT, SPORTS & GAMES	연결
감기__04/NNG 기운__01/NNG	NNG NNG	감기__04 기운__01	cold	B2- O4.6- | O4.6- S1.2.1- E1- A1.1.1		THE BODY & THE INDIVIDUAL	연결
구사__20/NNG 능력__02/NNG	NNG NNG	구사__20 능력__02	skills	X9.1+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
인식/NNG 확산/NNG	NNG NNG	인식 확산	awareness	X2.2+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
버스__02/NNG 정거장/NNG	NNG NNG	버스__02 정거장	bus	M3 | M3fn		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
해당__05/NNG 고객__04/NNG	NNG NNG	해당__05 고객__04	customer	I2.2/S2mf		MONEY & COMMERCE	연결
반__11/NNG 수업__04/NNG	NNG NNG	반__11 수업__04	class	A4.1 | P1c A4.1 S5+c O4.2+		GENERAL & ABSTRACT TERMS	연결
중앙__01/NNG 교회__02/NNG	NNG NNG	중앙__01 교회__02	Central	Z3c		NAMES & GRAMMATICAL WORDS	연결
대응__02/NNG 관련/NNG	NNG NNG	대응__02 관련	response	Q2.1 S1.1.2+		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
소방__04/NNG 대응__02/NNG	NNG NNG	소방__04 대응__02	response	Q2.1 S1.1.2+		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
마임/NNG 퍼포먼스/NNG	NNG NNG	마임 퍼포먼스	mime	A1.1.1 K4 | Q1.1		GENERAL & ABSTRACT TERMS	연결
국회의원/NNG 시절__01/NNG	NNG NNG	국회의원 시절__01	lawmaker				미연결(전체)
플랫폼/NNG 택시/NNG	NNG NNG	플랫폼 택시	platform	M3/M7 M4/H1 H5 X7+ Y2		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
역__06/NNG 신설__03/NNG	NNG NNG	역__06 신설__03	establishment	T2+ H1c G1.1c I3.1c		TIME	연결
규모/NNG 건물__03/NNG	NNG NNG	규모 건물__03	building	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
설립__02/NNG 사업__04/NNG	NNG NNG	설립__02 사업__04	establishment	T2+ H1c G1.1c I3.1c		TIME	연결
강의__02/NNG 경력__02/NNG	NNG NNG	강의__02 경력__02	experience	A2.1+/A3+ X3 | X2.2+ X9.1+ I3.2 A2.1+/A3+ X3		GENERAL & ABSTRACT TERMS	연결
회사__04/NNG 도장__17/NNG	NNG NNG	회사__04 도장__17	company	I2.1/S5+c S5+c G3/S5+c S3.1 K4/S5+c		MONEY & COMMERCE	연결
위원회/NNG 주관__01/NNG	NNG NNG	위원회 주관__01	committee	S7.1+/S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
세부__03/NNG 실천__01/NNG	NNG NNG	세부__03 실천__01	action	A1.1.1 | A1.1.1 G3		GENERAL & ABSTRACT TERMS	연결
차량__01/NNG 교환__01/NNG	NNG NNG	차량__01 교환__01	exchange	A9/S1.1.2+ A2.1+ | A9/S1.1.2+ Q2.1/E3- G3 M1/S1.1.2+ I2.2/H1 Q1.3/H1		GENERAL & ABSTRACT TERMS	연결
설립__02/NNG 추진위원회/NNG	NNG NNG	설립__02 추진위원회	committee	S7.1+/S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
매입/NNG 의혹/NNG	NNG NNG	매입 의혹	purchase	I2.2		MONEY & COMMERCE	연결
구매__02/NNG 지침__02/NNG	NNG NNG	구매__02 지침__02	purchase	I2.2		MONEY & COMMERCE	연결
그동안/NNG 시민/NNG	NNG NNG	그동안 시민	citizens	G1.1/S2mf S5+/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
학부모/NNG 시민/NNG	NNG NNG	학부모 시민	citizens	G1.1/S2mf S5+/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
허위__03/NNG 조작__02/NNG	NNG NNG	허위__03 조작__02	false	A5.2- | A5.2- A5.4- G2.2-		GENERAL & ABSTRACT TERMS	연결
주거__02/NNG 기능__03/NNG	NNG NNG	주거__02 기능__03	functions	A1.1.1 | A1.5.1 A1.1.1 S1.1.3+ A2.2 N2 Y2		GENERAL & ABSTRACT TERMS	연결
절__08/NNG 방북/NNG	NNG NNG	절__08 방북	visit	S1.1.1 M1		SOCIAL ACTIONS, STATES & PROCESSES	연결
방문__03/NNG 요양__02/NNG	NNG NNG	방문__03 요양__02	visit	S1.1.1 M1		SOCIAL ACTIONS, STATES & PROCESSES	연결
일반__02/NNG 시민/NNG	NNG NNG	일반__02 시민	civilians	G3- G2.1- | G3-/S2mf G2.1-/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
선방__02/NNG 쇼__02/NNG	NNG NNG	선방__02 쇼__02	show	A10+ S1.1.1 | A8 K4 S1.1.1 I2.2/S1.1.1		GENERAL & ABSTRACT TERMS	연결
월드/NNG 오브/NNG	NNG NNG	월드 오브	World	W1 S5+c A4.1 N5+		THE WORLD & OUR ENVIRONMENT	연결
세계__02/NNG 마술__02/NNG	NNG NNG	세계__02 마술__02	World	W1 S5+c A4.1 N5+		THE WORLD & OUR ENVIRONMENT	연결
사업자/NNG 등록__01/NNG	NNG NNG	사업자 등록__01	registered	Q1.2/G1.1 I3.2+ | Q1.2/G1.1 N3.1 A9+ Q2.1 A10+ X2.5+		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
여성__01/NNG 무리__01/NNG	NNG NNG	여성__01 무리__01	women	S2.1f		SOCIAL ACTIONS, STATES & PROCESSES	연결
인__02/NNG 대표단/NNG	NNG NNG	인__02 대표단	Delegation	S7.4+ A9- S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
평화__02/NNG 구축__03/NNG	NNG NNG	평화__02 구축__03	peacebuilding				미연결(전체)
뒤__01/NNG 청년/NNG	NNG NNG	뒤__01 청년	young	T3-		TIME	연결
소속__01/NNG 청년/NNG	NNG NNG	소속__01 청년	young	T3-		TIME	연결
사면__05/NNG 대상__11/NNG	NNG NNG	사면__05 대상__11	pardon	G2.1 | Z4 S1.2.4+ G2.1		GOVT. & THE PUBLIC DOMAIN	연결
유명__01/NNG 게임/NNG	NNG NNG	유명__01 게임	famous	X2.2+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
급__04/NNG 잠수함__02/NNG	NNG NNG	급__04 잠수함__02	submarine	M4fn		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
방한__04/NNG 일정__03/NNG	NNG NNG	방한__04 일정__03	schedule	X7+ Q1.2/T1/M3 Q1.2/T1/M4 Q1.2/T1/M5 P1 | X7+/T1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
보안__01/NNG 실무/NNG	NNG NNG	보안__01 실무	security	G2.1 A15+ E6+ I1.1		GOVT. & THE PUBLIC DOMAIN	연결
기조__01/NNG 변경__04/NNG	NNG NNG	기조__01 변경__04	change	A2.1+ I1 B1 | A2.1+ I1 B5		GENERAL & ABSTRACT TERMS	연결
이번__01/NNG 연극/NNG	NNG NNG	이번__01 연극	play	K1 K5.1 K5.2 K2 K3 A1.1.1 K6 | K4 K5.1		ENTERTAINMENT, SPORTS & GAMES	연결
회사__04/NNG 덕분/NNG	NNG NNG	회사__04 덕분	company	I2.1/S5+c S5+c G3/S5+c S3.1 K4/S5+c		MONEY & COMMERCE	연결
조기__05/NNG 강판__03/NNG	NNG NNG	조기__05 강판__03	early	T4+ | T4+ T1.1.1		TIME	연결
초기__04/NNG 전국__03/NNG	NNG NNG	초기__04 전국__03	early	T4+ | T4+ T1.1.1		TIME	연결
진입/NNG 초기__04/NNG	NNG NNG	진입 초기__04	early	T4+ | T4+ T1.1.1		TIME	연결
혁신/NNG 비상대책/NNG	NNG NNG	혁신 비상대책	innovative	T3-		TIME	연결
